,Standard__Gls,Standard__Sh,Standard__SoT,Standard__SoT%,Standard__G/Sh,Standard__G/SoT,Standard__Dist,Standard__FK,Standard__PK,Standard__PKatt
380,0,9.0,0.0,0.0,0.0,,17.7,0.0,0,0
381,3,12.0,7.0,58.3,0.25,0.43,18.8,2.0,0,0
382,1,6.0,3.0,50.0,0.17,0.33,19.2,2.0,0,0
383,1,9.0,4.0,44.4,0.11,0.25,18.3,1.0,0,0
384,2,17.0,5.0,29.4,0.06,0.2,20.4,1.0,1,1
385,1,15.0,2.0,13.3,0.0,0.0,23.7,0.0,1,1
386,1,14.0,7.0,50.0,0.07,0.14,17.6,1.0,0,0
387,2,19.0,5.0,26.3,0.05,0.2,21.3,3.0,1,1
388,2,14.0,6.0,42.9,0.14,0.33,18.4,1.0,0,0
389,2,7.0,3.0,42.9,0.14,0.33,16.1,0.0,1,1
390,1,6.0,3.0,50.0,0.17,0.33,10.5,0.0,0,0
391,7,24.0,13.0,54.2,0.29,0.54,12.5,0.0,0,0
392,2,9.0,2.0,22.2,0.11,0.5,21.9,1.0,1,1
393,1,15.0,2.0,13.3,0.07,0.5,22.7,1.0,0,1
394,5,14.0,10.0,71.4,0.36,0.5,16.6,0.0,0,0
395,0,7.0,2.0,28.6,0.0,0.0,17.3,0.0,0,0
396,1,15.0,4.0,26.7,0.07,0.25,18.9,0.0,0,0
397,1,10.0,4.0,40.0,0.1,0.25,18.5,0.0,0,0
398,1,13.0,2.0,15.4,0.08,0.5,19.3,0.0,0,0
399,1,7.0,1.0,14.3,0.14,1.0,9.3,0.0,0,0
400,2,15.0,4.0,26.7,0.13,0.5,19.2,1.0,0,0
401,2,8.0,2.0,25.0,0.25,1.0,15.2,0.0,0,0
402,4,11.0,5.0,45.5,0.18,0.4,19.5,1.0,2,2
403,1,11.0,4.0,36.4,0.09,0.25,18.1,0.0,0,0
404,0,7.0,1.0,14.3,0.0,0.0,17.0,0.0,0,0
405,0,11.0,2.0,18.2,0.0,0.0,26.0,2.0,0,0
406,2,24.0,6.0,25.0,0.08,0.33,18.5,0.0,0,0
407,4,11.0,7.0,63.6,0.36,0.57,17.1,1.0,0,0
408,2,12.0,3.0,25.0,0.17,0.67,15.9,0.0,0,0
409,1,11.0,6.0,54.5,0.09,0.17,22.8,0.0,0,0
410,0,9.0,1.0,11.1,0.0,0.0,24.3,1.0,0,0
411,3,18.0,6.0,33.3,0.17,0.5,18.0,1.0,0,0
412,1,15.0,1.0,6.7,0.07,1.0,15.7,1.0,0,0
413,1,7.0,2.0,28.6,0.14,0.5,17.4,0.0,0,0
414,2,18.0,12.0,66.7,0.11,0.17,17.7,4.0,0,0
415,1,7.0,4.0,57.1,0.14,0.25,16.9,0.0,0,0
416,2,6.0,2.0,33.3,0.17,0.5,20.5,0.0,1,1
417,3,13.0,5.0,38.5,0.23,0.6,14.4,0.0,0,0
418,0,4.0,1.0,25.0,0.0,0.0,15.6,0.0,0,0
419,5,19.0,8.0,42.1,0.26,0.63,16.2,2.0,0,0
420,5,17.0,7.0,41.2,0.29,0.71,18.6,3.0,0,0
421,1,10.0,2.0,20.0,0.0,0.0,17.7,0.0,1,1
422,2,13.0,4.0,30.8,0.15,0.5,26.8,3.0,0,0
423,1,11.0,2.0,18.2,0.0,0.0,25.3,0.0,1,1
424,2,9.0,3.0,33.3,0.22,0.67,13.0,0.0,0,0
425,1,16.0,4.0,25.0,0.06,0.25,16.9,1.0,0,0
426,2,12.0,4.0,33.3,0.17,0.5,17.8,0.0,0,0
427,2,23.0,9.0,39.1,0.09,0.22,18.1,2.0,0,0
428,0,11.0,1.0,9.1,0.0,0.0,19.3,1.0,0,0
429,0,2.0,1.0,50.0,0.0,0.0,12.3,0.0,0,0
430,1,7.0,2.0,28.6,0.14,0.5,17.3,0.0,0,0
431,1,12.0,2.0,16.7,0.08,0.5,15.2,1.0,0,0
432,2,7.0,2.0,28.6,0.14,0.5,14.2,1.0,1,1
433,0,9.0,0.0,0.0,0.0,,19.9,0.0,0,0
434,0,9.0,0.0,0.0,0.0,,19.7,1.0,0,0
435,1,14.0,4.0,28.6,0.07,0.25,21.3,0.0,0,0
436,0,9.0,3.0,33.3,0.0,0.0,20.2,0.0,0,0
437,1,11.0,4.0,36.4,0.09,0.25,25.2,1.0,0,0
438,0,8.0,2.0,25.0,0.0,0.0,25.7,0.0,0,0
439,0,11.0,5.0,45.5,0.0,0.0,19.0,1.0,0,0
440,2,5.0,4.0,80.0,0.4,0.5,14.1,0.0,0,0
441,1,27.0,6.0,22.2,0.04,0.17,18.9,0.0,0,0
442,1,5.0,1.0,20.0,0.2,1.0,17.5,0.0,0,0
443,0,12.0,3.0,25.0,0.0,0.0,21.7,1.0,0,0
444,0,2.0,0.0,0.0,0.0,,17.4,0.0,0,0
445,1,19.0,6.0,31.6,0.05,0.17,14.4,0.0,0,0
446,2,8.0,3.0,37.5,0.25,0.67,18.0,1.0,0,0
447,5,18.0,8.0,44.4,0.28,0.63,13.0,0.0,0,0
448,1,12.0,2.0,16.7,0.08,0.5,19.3,1.0,0,0
449,0,13.0,5.0,38.5,0.0,0.0,20.9,1.0,0,1
450,0,10.0,1.0,10.0,0.0,0.0,23.8,2.0,0,0
451,0,12.0,6.0,50.0,0.0,0.0,20.7,2.0,0,0
452,2,3.0,2.0,66.7,0.67,1.0,17.7,0.0,0,0
453,2,18.0,6.0,33.3,0.11,0.33,13.0,1.0,0,0
454,1,5.0,1.0,20.0,0.2,1.0,19.8,0.0,0,0
455,3,17.0,7.0,41.2,0.12,0.29,16.6,1.0,1,1
456,1,10.0,4.0,40.0,0.1,0.25,21.5,1.0,0,0
457,0,16.0,2.0,12.5,0.0,0.0,15.7,1.0,0,0
458,0,10.0,5.0,50.0,0.0,0.0,24.6,1.0,0,0
459,3,9.0,4.0,44.4,0.22,0.5,17.7,0.0,1,1
460,1,10.0,2.0,20.0,0.0,0.0,22.9,2.0,1,1
461,2,12.0,5.0,41.7,0.17,0.4,9.5,0.0,0,0
462,2,10.0,6.0,60.0,0.2,0.33,13.6,0.0,0,0
463,0,13.0,3.0,23.1,0.0,0.0,18.3,0.0,0,0
464,1,14.0,3.0,21.4,0.07,0.33,18.2,1.0,0,0
465,0,5.0,0.0,0.0,0.0,,20.9,0.0,0,0
466,1,10.0,3.0,30.0,0.1,0.33,11.9,0.0,0,0
467,2,9.0,2.0,22.2,0.11,0.5,20.5,1.0,1,1
468,0,9.0,1.0,11.1,0.0,0.0,19.1,0.0,0,0
469,3,12.0,2.0,16.7,0.17,1.0,19.0,0.0,1,1
470,0,4.0,0.0,0.0,0.0,,16.9,0.0,0,0
471,2,14.0,4.0,28.6,0.14,0.5,16.7,1.0,0,0
472,1,8.0,2.0,25.0,0.13,0.5,17.5,0.0,0,0
473,1,15.0,3.0,20.0,0.07,0.33,17.0,2.0,0,0
474,2,20.0,5.0,25.0,0.1,0.4,20.2,2.0,0,0
475,5,12.0,9.0,75.0,0.42,0.56,12.9,0.0,0,0
476,0,4.0,1.0,25.0,0.0,0.0,26.4,1.0,0,0
477,3,9.0,5.0,55.6,0.33,0.6,18.1,1.0,0,0
478,1,7.0,3.0,42.9,0.14,0.33,12.3,0.0,0,0
479,3,12.0,6.0,50.0,0.17,0.33,20.4,0.0,1,1
480,0,17.0,4.0,23.5,0.0,0.0,20.9,0.0,0,1
481,0,9.0,1.0,11.1,0.0,0.0,22.2,0.0,0,0
482,0,15.0,2.0,13.3,0.0,0.0,16.0,0.0,0,0
483,2,8.0,3.0,37.5,0.25,0.67,18.9,1.0,0,0
484,0,11.0,5.0,45.5,0.0,0.0,19.1,1.0,0,0
485,4,23.0,9.0,39.1,0.13,0.33,17.8,0.0,1,1
486,0,4.0,0.0,0.0,0.0,,26.0,1.0,0,0
487,0,12.0,2.0,16.7,0.0,0.0,15.2,0.0,0,0
488,6,21.0,13.0,61.9,0.29,0.46,16.4,3.0,0,0
489,1,10.0,4.0,40.0,0.1,0.25,18.4,0.0,0,0
490,0,3.0,1.0,33.3,0.0,0.0,36.9,0.0,0,2
491,1,9.0,4.0,44.4,0.11,0.25,18.9,2.0,0,0
492,1,7.0,3.0,42.9,0.14,0.33,14.6,0.0,0,1
493,2,8.0,5.0,62.5,0.25,0.4,17.5,1.0,0,0
494,2,7.0,4.0,57.1,0.29,0.5,13.9,1.0,0,0
495,1,9.0,3.0,33.3,0.11,0.33,18.3,1.0,0,0
496,2,10.0,5.0,50.0,0.2,0.4,19.3,0.0,0,0
497,5,12.0,7.0,58.3,0.33,0.57,20.0,0.0,1,1
498,0,12.0,2.0,16.7,0.0,0.0,20.7,1.0,0,0
499,1,15.0,5.0,33.3,0.07,0.2,20.0,1.0,0,0
500,0,12.0,5.0,41.7,0.0,0.0,18.4,1.0,0,0
501,1,16.0,7.0,43.8,0.06,0.14,21.6,0.0,0,0
502,0,10.0,2.0,20.0,0.0,0.0,20.7,0.0,0,0
503,1,11.0,2.0,18.2,0.09,0.5,17.9,0.0,0,0
504,1,6.0,4.0,66.7,0.17,0.25,26.1,1.0,0,0
505,1,6.0,4.0,66.7,0.17,0.25,14.4,0.0,0,0
506,2,14.0,5.0,35.7,0.14,0.4,18.9,0.0,0,0
507,0,9.0,1.0,11.1,0.0,0.0,20.4,0.0,0,0
508,1,10.0,3.0,30.0,0.1,0.33,20.5,2.0,0,1
509,0,8.0,0.0,0.0,0.0,,16.1,1.0,0,0
510,0,9.0,2.0,22.2,0.0,0.0,17.8,0.0,0,0
511,1,14.0,1.0,7.1,0.07,1.0,17.1,0.0,0,0
512,0,11.0,3.0,27.3,0.0,0.0,21.2,2.0,0,0
513,4,15.0,8.0,53.3,0.27,0.5,19.5,3.0,0,0
514,0,9.0,5.0,55.6,0.0,0.0,19.3,0.0,0,0
515,0,14.0,5.0,35.7,0.0,0.0,22.4,0.0,0,0
516,1,11.0,0.0,0.0,0.0,,20.3,3.0,1,1
517,1,10.0,4.0,40.0,0.1,0.25,17.7,3.0,0,0
518,0,6.0,1.0,16.7,0.0,0.0,27.6,1.0,0,0
519,1,14.0,5.0,35.7,0.07,0.2,17.1,0.0,0,1
520,0,14.0,5.0,35.7,0.0,0.0,18.3,1.0,0,0
521,2,4.0,2.0,50.0,0.5,1.0,16.7,0.0,0,0
522,0,10.0,3.0,30.0,0.0,0.0,18.7,0.0,0,0
523,2,18.0,8.0,44.4,0.11,0.25,16.4,0.0,0,0
524,2,10.0,3.0,30.0,0.2,0.67,21.3,0.0,0,0
525,1,7.0,3.0,42.9,0.14,0.33,13.2,0.0,0,0
526,0,4.0,1.0,25.0,0.0,0.0,12.5,0.0,0,0
527,1,16.0,3.0,18.8,0.06,0.33,22.7,1.0,0,0
528,3,14.0,6.0,42.9,0.21,0.5,16.6,0.0,0,0
529,1,3.0,3.0,100.0,0.0,0.0,29.6,0.0,1,1
530,1,13.0,3.0,23.1,0.0,0.0,20.3,1.0,1,1
531,1,15.0,3.0,20.0,0.07,0.33,17.6,0.0,0,0
532,1,16.0,5.0,31.3,0.06,0.2,19.6,3.0,0,0
533,0,6.0,1.0,16.7,0.0,0.0,22.7,0.0,0,0
534,2,14.0,5.0,35.7,0.14,0.4,15.7,0.0,0,0
535,1,4.0,1.0,25.0,0.25,1.0,13.3,0.0,0,0
536,2,12.0,6.0,50.0,0.17,0.33,15.6,0.0,0,0
537,0,9.0,4.0,44.4,0.0,0.0,21.4,2.0,0,0
538,1,10.0,3.0,30.0,0.1,0.33,21.1,1.0,0,0
539,2,14.0,6.0,42.9,0.14,0.33,18.6,1.0,0,0
540,0,8.0,4.0,50.0,0.0,0.0,17.8,0.0,0,0
541,2,9.0,6.0,66.7,0.22,0.33,18.2,1.0,0,0
542,1,12.0,3.0,25.0,0.08,0.33,15.7,0.0,0,0
543,2,12.0,6.0,50.0,0.17,0.33,13.8,0.0,0,0
544,2,10.0,5.0,50.0,0.2,0.4,16.6,0.0,0,0
545,0,21.0,5.0,23.8,0.0,0.0,18.2,0.0,0,0
546,1,11.0,3.0,27.3,0.09,0.33,19.8,0.0,0,0
547,0,13.0,3.0,23.1,0.0,0.0,16.0,0.0,0,0
548,0,6.0,2.0,33.3,0.0,0.0,16.8,0.0,0,0
549,2,20.0,9.0,45.0,0.1,0.22,18.3,2.0,0,0
550,2,17.0,5.0,29.4,0.12,0.4,18.1,0.0,0,1
551,1,11.0,5.0,45.5,0.09,0.2,19.5,0.0,0,0
552,3,7.0,3.0,42.9,0.43,1.0,9.5,0.0,0,0
553,0,9.0,2.0,22.2,0.0,0.0,18.8,0.0,0,0
554,0,9.0,3.0,33.3,0.0,0.0,16.8,0.0,0,0
555,2,10.0,3.0,30.0,0.1,0.33,19.1,0.0,1,1
556,0,12.0,1.0,8.3,0.0,0.0,14.5,0.0,0,0
557,2,13.0,5.0,38.5,0.15,0.4,19.9,1.0,0,0
558,3,10.0,4.0,40.0,0.3,0.75,12.1,0.0,0,0
559,1,10.0,1.0,10.0,0.1,1.0,14.5,1.0,0,0
560,1,13.0,4.0,30.8,0.08,0.25,15.7,1.0,0,0
561,2,6.0,3.0,50.0,0.33,0.67,12.5,0.0,0,0
562,1,13.0,3.0,23.1,0.08,0.33,17.4,1.0,0,0
563,1,8.0,1.0,12.5,0.13,1.0,25.9,0.0,0,0
564,2,24.0,10.0,41.7,0.08,0.2,18.2,1.0,0,0
565,1,16.0,4.0,25.0,0.06,0.25,22.1,1.0,0,0
566,1,8.0,2.0,25.0,0.13,0.5,20.5,2.0,0,0
567,2,9.0,5.0,55.6,0.22,0.4,16.3,0.0,0,0
568,3,9.0,4.0,44.4,0.33,0.75,16.8,0.0,0,0
569,0,4.0,1.0,25.0,0.0,0.0,23.1,1.0,0,0
570,1,10.0,4.0,40.0,0.1,0.25,19.1,1.0,0,0
571,2,11.0,5.0,45.5,0.18,0.4,18.7,0.0,0,0
572,2,17.0,9.0,52.9,0.12,0.22,19.3,2.0,0,0
573,0,10.0,3.0,30.0,0.0,0.0,17.3,0.0,0,0
574,0,5.0,0.0,0.0,0.0,,19.1,0.0,0,0
575,2,17.0,5.0,29.4,0.12,0.4,18.9,0.0,0,0
576,0,11.0,3.0,27.3,0.0,0.0,12.7,0.0,0,0
577,1,7.0,1.0,14.3,0.0,0.0,23.1,0.0,1,1
578,3,10.0,6.0,60.0,0.3,0.5,13.0,1.0,0,0
579,6,20.0,14.0,70.0,0.3,0.43,16.1,3.0,0,0
580,1,12.0,5.0,41.7,0.08,0.2,19.7,0.0,0,0
581,1,15.0,6.0,40.0,0.07,0.17,19.0,0.0,0,0
582,1,12.0,2.0,16.7,0.08,0.5,13.0,0.0,0,0
583,1,13.0,3.0,23.1,0.08,0.33,21.3,1.0,0,0
584,3,15.0,4.0,26.7,0.07,0.25,17.2,1.0,2,2
585,0,17.0,3.0,17.6,0.0,0.0,22.6,1.0,0,0
586,2,21.0,5.0,23.8,0.1,0.4,15.4,0.0,0,0
587,2,20.0,9.0,45.0,0.1,0.22,18.1,2.0,0,0
588,0,12.0,3.0,25.0,0.0,0.0,19.1,0.0,0,0
589,0,13.0,4.0,30.8,0.0,0.0,21.2,2.0,0,0
590,0,8.0,1.0,12.5,0.0,0.0,19.4,1.0,0,0
591,1,3.0,1.0,33.3,0.33,1.0,22.7,0.0,0,0
592,0,15.0,3.0,20.0,0.0,0.0,15.6,0.0,0,0
593,0,11.0,1.0,9.1,0.0,0.0,19.3,0.0,0,0
594,0,7.0,0.0,0.0,0.0,,19.4,0.0,0,0
595,1,13.0,2.0,15.4,0.0,0.0,16.1,0.0,1,1
596,0,10.0,2.0,20.0,0.0,0.0,9.8,0.0,0,0
597,1,14.0,2.0,14.3,0.0,0.0,20.7,0.0,1,1
598,1,7.0,4.0,57.1,0.14,0.25,21.4,0.0,0,0
599,0,7.0,3.0,42.9,0.0,0.0,12.5,1.0,0,1
600,1,9.0,2.0,22.2,0.11,0.5,20.1,0.0,0,0
601,3,13.0,5.0,38.5,0.15,0.4,19.3,0.0,1,1
602,0,4.0,1.0,25.0,0.0,0.0,25.4,0.0,0,1
603,2,11.0,2.0,18.2,0.18,1.0,22.1,0.0,0,0
604,0,16.0,6.0,37.5,0.0,0.0,18.5,1.0,0,0
605,3,12.0,6.0,50.0,0.25,0.5,13.4,0.0,0,0
606,1,14.0,4.0,28.6,0.07,0.25,19.7,0.0,0,0
607,0,5.0,2.0,40.0,0.0,0.0,20.1,0.0,0,0
608,3,12.0,6.0,50.0,0.25,0.5,16.1,2.0,0,0
609,1,11.0,1.0,9.1,0.09,1.0,17.4,0.0,0,0
610,2,11.0,4.0,36.4,0.18,0.5,17.1,0.0,0,0
611,1,17.0,5.0,29.4,0.06,0.2,21.4,1.0,0,0
612,1,30.0,8.0,26.7,0.03,0.13,16.8,1.0,0,0
613,1,9.0,5.0,55.6,0.11,0.2,16.4,0.0,0,0
614,5,13.0,7.0,53.8,0.38,0.71,15.4,0.0,0,0
615,0,8.0,0.0,0.0,0.0,,21.5,1.0,0,0
616,0,21.0,6.0,28.6,0.0,0.0,19.3,3.0,0,0
617,1,14.0,6.0,42.9,0.07,0.17,19.5,0.0,0,0
618,3,17.0,13.0,76.5,0.18,0.23,13.4,0.0,0,0
619,1,8.0,2.0,25.0,0.13,0.5,19.2,0.0,0,0
620,0,10.0,5.0,50.0,0.0,0.0,16.0,1.0,0,0
621,1,10.0,2.0,20.0,0.1,0.5,19.6,1.0,0,0
622,2,16.0,3.0,18.8,0.13,0.67,21.9,0.0,0,1
623,2,7.0,4.0,57.1,0.29,0.5,18.5,0.0,0,0
624,1,16.0,4.0,25.0,0.0,0.0,21.0,1.0,1,1
625,2,12.0,7.0,58.3,0.17,0.29,15.0,0.0,0,0
626,1,20.0,11.0,55.0,0.05,0.09,15.7,0.0,0,0
627,0,7.0,0.0,0.0,0.0,,20.3,0.0,0,0
628,1,19.0,7.0,36.8,0.05,0.14,16.4,0.0,0,0
629,0,5.0,2.0,40.0,0.0,0.0,15.2,0.0,0,0
630,3,5.0,3.0,60.0,0.6,1.0,9.1,0.0,0,0
631,2,13.0,4.0,30.8,0.15,0.5,15.4,0.0,0,0
632,1,2.0,1.0,50.0,0.5,1.0,24.7,1.0,0,0
633,0,20.0,4.0,20.0,0.0,0.0,18.7,2.0,0,0
634,3,13.0,5.0,38.5,0.23,0.6,16.6,1.0,0,0
635,0,11.0,3.0,27.3,0.0,0.0,20.6,0.0,0,0
636,1,13.0,4.0,30.8,0.08,0.25,20.2,1.0,0,0
637,0,6.0,0.0,0.0,0.0,,18.8,0.0,0,0
638,2,16.0,6.0,37.5,0.13,0.33,15.3,1.0,0,0
639,1,14.0,3.0,21.4,0.07,0.33,17.4,2.0,0,0
640,0,24.0,7.0,29.2,0.0,0.0,18.4,0.0,0,0
641,0,22.0,6.0,27.3,0.0,0.0,18.1,0.0,0,0
642,2,14.0,6.0,42.9,0.14,0.33,15.8,0.0,0,0
643,2,18.0,8.0,44.4,0.11,0.25,18.3,1.0,0,0
644,2,17.0,6.0,35.3,0.12,0.33,21.1,1.0,0,0
645,1,6.0,1.0,16.7,0.17,1.0,24.0,1.0,0,0
646,1,10.0,3.0,30.0,0.1,0.33,15.9,0.0,0,0
647,2,8.0,3.0,37.5,0.25,0.67,24.3,0.0,0,0
648,1,5.0,1.0,20.0,0.2,1.0,17.7,0.0,0,0
649,0,10.0,4.0,40.0,0.0,0.0,17.2,1.0,0,0
650,1,6.0,2.0,33.3,0.17,0.5,12.5,0.0,0,0
651,1,29.0,10.0,34.5,0.03,0.1,18.0,1.0,0,0
652,1,12.0,5.0,41.7,0.08,0.2,14.7,0.0,0,0
653,3,12.0,4.0,33.3,0.25,0.75,24.5,0.0,0,0
654,0,9.0,2.0,22.2,0.0,0.0,16.3,0.0,0,0
655,2,13.0,4.0,30.8,0.08,0.25,23.2,1.0,1,1
656,1,11.0,2.0,18.2,0.09,0.5,18.8,0.0,0,0
657,0,1.0,0.0,0.0,0.0,,27.0,0.0,0,0
658,1,17.0,8.0,47.1,0.06,0.13,19.1,0.0,0,0
659,0,10.0,2.0,20.0,0.0,0.0,17.4,0.0,0,0
660,0,13.0,0.0,0.0,0.0,,21.0,1.0,0,0
661,0,12.0,2.0,16.7,0.0,0.0,21.0,1.0,0,0
662,1,7.0,4.0,57.1,0.14,0.25,15.8,0.0,0,0
663,0,13.0,2.0,15.4,0.0,0.0,16.8,0.0,0,0
664,1,17.0,6.0,35.3,0.06,0.17,17.8,1.0,0,0
665,1,10.0,3.0,30.0,0.1,0.33,20.1,1.0,0,0
666,2,5.0,4.0,80.0,0.4,0.5,17.2,0.0,0,0
667,0,19.0,6.0,31.6,0.0,0.0,13.9,0.0,0,0
668,2,5.0,4.0,80.0,0.4,0.5,11.5,0.0,0,0
669,0,15.0,2.0,13.3,0.0,0.0,17.3,1.0,0,0
670,4,10.0,7.0,70.0,0.4,0.57,17.0,0.0,0,0
671,0,12.0,1.0,8.3,0.0,0.0,27.6,1.0,0,0
672,0,10.0,4.0,40.0,0.0,0.0,23.7,1.0,0,0
673,0,10.0,1.0,10.0,0.0,0.0,16.0,0.0,0,0
674,3,11.0,7.0,63.6,0.27,0.43,17.8,2.0,0,0
675,1,18.0,5.0,27.8,0.06,0.2,17.1,1.0,0,0
676,1,22.0,4.0,18.2,0.05,0.25,20.2,1.0,0,0
677,2,15.0,5.0,33.3,0.13,0.4,18.4,0.0,0,0
678,1,16.0,7.0,43.8,0.06,0.14,15.1,0.0,0,0
679,1,12.0,1.0,8.3,0.0,0.0,21.4,1.0,1,1
680,1,17.0,4.0,23.5,0.06,0.25,18.0,1.0,0,0
681,1,8.0,2.0,25.0,0.0,0.0,15.6,0.0,1,1
682,2,12.0,4.0,33.3,0.17,0.5,17.7,1.0,0,0
683,1,16.0,6.0,37.5,0.06,0.17,16.1,0.0,0,0
684,4,13.0,7.0,53.8,0.31,0.57,12.3,0.0,0,0
685,1,15.0,4.0,26.7,0.07,0.25,14.2,1.0,0,0
686,1,9.0,2.0,22.2,0.11,0.5,18.6,0.0,0,1
687,1,14.0,1.0,7.1,0.0,0.0,21.2,0.0,1,1
688,1,13.0,3.0,23.1,0.0,0.0,18.9,2.0,1,2
689,0,7.0,3.0,42.9,0.0,0.0,16.0,1.0,0,0
690,0,8.0,2.0,25.0,0.0,0.0,18.9,1.0,0,0
691,0,16.0,5.0,31.3,0.0,0.0,17.9,0.0,0,0
692,4,21.0,9.0,42.9,0.19,0.44,15.3,1.0,0,0
693,2,17.0,5.0,29.4,0.12,0.4,15.7,0.0,0,0
694,1,9.0,3.0,33.3,0.11,0.33,16.7,0.0,0,0
695,2,12.0,3.0,25.0,0.17,0.67,17.4,0.0,0,0
696,1,15.0,5.0,33.3,0.0,0.0,22.4,1.0,1,1
697,0,11.0,1.0,9.1,0.0,0.0,22.9,2.0,0,0
698,4,15.0,6.0,40.0,0.27,0.67,21.0,3.0,0,0
699,1,16.0,5.0,31.3,0.06,0.2,16.7,0.0,0,0
700,2,14.0,5.0,35.7,0.14,0.4,16.0,1.0,0,0
701,0,6.0,3.0,50.0,0.0,0.0,21.9,0.0,0,0
702,1,13.0,4.0,30.8,0.08,0.25,18.8,1.0,0,0
703,1,11.0,2.0,18.2,0.09,0.5,17.1,0.0,0,0
704,1,15.0,5.0,33.3,0.07,0.2,18.1,0.0,0,0
705,0,6.0,2.0,33.3,0.0,0.0,22.8,2.0,0,0
706,3,13.0,7.0,53.8,0.23,0.43,15.3,0.0,0,0
707,0,16.0,4.0,25.0,0.0,0.0,15.4,1.0,0,0
708,1,14.0,5.0,35.7,0.07,0.2,20.4,0.0,0,0
709,0,9.0,3.0,33.3,0.0,0.0,15.2,0.0,0,0
710,1,8.0,1.0,12.5,0.13,1.0,16.7,0.0,0,0
711,0,21.0,4.0,19.0,0.0,0.0,18.7,2.0,0,0
712,2,11.0,4.0,36.4,0.18,0.5,15.1,1.0,0,0
713,2,17.0,5.0,29.4,0.12,0.4,18.6,1.0,0,0
714,3,10.0,3.0,30.0,0.3,1.0,20.3,1.0,0,0
715,0,14.0,2.0,14.3,0.0,0.0,17.9,0.0,0,0
716,5,12.0,6.0,50.0,0.42,0.83,16.0,0.0,0,0
717,1,20.0,7.0,35.0,0.05,0.14,20.9,0.0,0,0
718,2,14.0,5.0,35.7,0.14,0.4,16.1,0.0,0,0
719,2,12.0,3.0,25.0,0.08,0.33,23.2,2.0,1,2
720,3,10.0,5.0,50.0,0.2,0.4,15.5,0.0,1,1
721,2,9.0,2.0,22.2,0.22,1.0,15.9,0.0,0,0
722,1,9.0,4.0,44.4,0.11,0.25,20.9,0.0,0,0
723,2,13.0,5.0,38.5,0.15,0.4,17.5,0.0,0,0
724,1,10.0,4.0,40.0,0.1,0.25,21.5,0.0,0,0
725,4,11.0,7.0,63.6,0.36,0.57,16.2,0.0,0,0
726,0,16.0,4.0,25.0,0.0,0.0,21.5,0.0,0,0
727,2,16.0,7.0,43.8,0.13,0.29,15.3,0.0,0,0
728,2,9.0,5.0,55.6,0.22,0.4,15.1,0.0,0,0
729,1,13.0,3.0,23.1,0.08,0.33,18.3,0.0,0,0
730,3,4.0,3.0,75.0,0.75,1.0,18.0,1.0,0,0
731,1,5.0,3.0,60.0,0.2,0.33,17.0,0.0,0,0
732,0,7.0,2.0,28.6,0.0,0.0,17.8,1.0,0,0
733,0,10.0,3.0,30.0,0.0,0.0,20.9,1.0,0,1
734,0,5.0,1.0,20.0,0.0,0.0,20.0,0.0,0,0
735,5,15.0,10.0,66.7,0.33,0.5,16.8,1.0,0,0
736,1,8.0,2.0,25.0,0.0,0.0,17.3,0.0,1,1
737,4,18.0,5.0,27.8,0.17,0.6,16.2,0.0,1,1
738,5,12.0,7.0,58.3,0.42,0.71,13.1,0.0,0,0
739,4,17.0,6.0,35.3,0.18,0.5,17.8,1.0,1,1
740,4,20.0,8.0,40.0,0.2,0.5,15.5,3.0,0,0
741,2,7.0,3.0,42.9,0.29,0.67,19.5,0.0,0,0
742,2,17.0,8.0,47.1,0.12,0.25,19.5,0.0,0,0
743,3,8.0,3.0,37.5,0.38,1.0,23.2,1.0,0,0
744,2,11.0,6.0,54.5,0.18,0.33,16.5,0.0,0,0
745,1,12.0,6.0,50.0,0.0,0.0,24.4,1.0,1,1
746,1,10.0,2.0,20.0,0.0,0.0,20.0,1.0,1,1
747,1,20.0,8.0,40.0,0.05,0.13,15.5,2.0,0,0
748,0,10.0,4.0,40.0,0.0,0.0,18.8,1.0,0,0
749,0,6.0,2.0,33.3,0.0,0.0,12.9,0.0,0,0
750,2,14.0,4.0,28.6,0.14,0.5,22.9,3.0,0,0
751,2,16.0,7.0,43.8,0.13,0.29,19.4,0.0,0,0
752,2,22.0,5.0,22.7,0.09,0.4,17.9,0.0,0,0
753,1,12.0,7.0,58.3,0.08,0.14,13.9,0.0,0,0
754,0,12.0,3.0,25.0,0.0,0.0,19.3,1.0,0,0
755,1,11.0,4.0,36.4,0.09,0.25,19.3,0.0,0,0
756,2,8.0,4.0,50.0,0.25,0.5,19.4,1.0,0,0
757,2,14.0,3.0,21.4,0.14,0.67,20.1,0.0,0,0
758,0,13.0,2.0,15.4,0.0,0.0,21.5,1.0,0,0
759,1,12.0,4.0,33.3,0.08,0.25,17.2,1.0,0,0
760,0,13.0,1.0,7.7,0.0,0.0,20.9,0.0,0,0
761,0,2.0,1.0,50.0,0.0,0.0,30.8,0.0,0,0
762,3,6.0,4.0,66.7,0.5,0.75,12.5,0.0,0,0
763,0,22.0,8.0,36.4,0.0,0.0,21.7,0.0,0,0
764,1,14.0,5.0,35.7,0.07,0.2,21.7,0.0,0,0
765,0,12.0,2.0,16.7,0.0,0.0,18.8,1.0,0,0
766,1,16.0,7.0,43.8,0.06,0.14,18.3,0.0,0,0
